sample_index,true_label_name,SFT+LoRA_status,SFT+LoRA_pred,SFT+LoRA_confidence,SFT-only_status,SFT-only_pred,SFT-only_confidence
1249,porous,WRONG,blotchy,0.5550,WRONG,blotchy,0.8929
1250,porous,WRONG,pitted,0.9927,WRONG,pitted,0.9788
1252,porous,WRONG,cracked,0.6295,WRONG,cracked,0.9879
1253,porous,WRONG,bumpy,0.3857,WRONG,pitted,0.6466
1255,porous,WRONG,pitted,0.9392,WRONG,blotchy,0.5099
1257,porous,WRONG,flecked,0.8307,WRONG,flecked,0.5619
1258,porous,WRONG,interlaced,0.5017,WRONG,interlaced,0.9252
1259,porous,WRONG,frilly,0.9905,WRONG,frilly,0.9809
1262,porous,not-logged-as-wrong,,,WRONG,braided,0.4804
1263,porous,WRONG,bumpy,0.3420,not-logged-as-wrong,,
1264,porous,WRONG,scaly,0.9978,WRONG,scaly,0.9802
1268,porous,WRONG,sprinkled,0.7851,WRONG,sprinkled,0.7019
1272,porous,WRONG,marbled,0.5271,WRONG,marbled,0.3145
1273,porous,WRONG,flecked,0.6030,WRONG,flecked,0.3333
1274,porous,not-logged-as-wrong,,,WRONG,flecked,0.9863
1277,porous,WRONG,flecked,0.9079,WRONG,flecked,0.5971
1280,potholed,WRONG,stratified,0.8065,not-logged-as-wrong,,
1285,potholed,WRONG,stratified,0.9684,WRONG,stratified,0.9741
1297,potholed,WRONG,cracked,0.9993,WRONG,cracked,0.9926
1301,potholed,WRONG,pitted,0.4209,WRONG,porous,0.8631
1304,potholed,WRONG,cracked,0.9420,not-logged-as-wrong,,
1308,potholed,WRONG,veined,0.5984,not-logged-as-wrong,,
1319,potholed,WRONG,stratified,0.8719,WRONG,stratified,0.7895
1321,scaly,WRONG,smeared,0.3755,WRONG,gauzy,0.3964
1325,scaly,WRONG,pleated,0.3102,not-logged-as-wrong,,
1326,scaly,WRONG,honeycombed,0.6069,not-logged-as-wrong,,
1330,scaly,not-logged-as-wrong,,,WRONG,braided,0.7027
1351,scaly,WRONG,pleated,0.9494,WRONG,pleated,0.6551
1360,smeared,not-logged-as-wrong,,,WRONG,stained,0.6380
1361,smeared,not-logged-as-wrong,,,WRONG,stained,0.9974
1362,smeared,WRONG,swirly,0.9995,WRONG,swirly,0.9997
1363,smeared,WRONG,sprinkled,0.6898,WRONG,sprinkled,0.8061
1364,smeared,not-logged-as-wrong,,,WRONG,stained,0.9592
1365,smeared,WRONG,striped,0.5019,WRONG,striped,0.6592
1366,smeared,WRONG,lacelike,0.6734,WRONG,stained,0.9459
1367,smeared,WRONG,stained,0.3294,WRONG,pitted,0.9133
1369,smeared,WRONG,stained,0.2828,WRONG,stained,0.9800
1372,smeared,WRONG,pitted,0.2488,WRONG,pitted,0.8134
1374,smeared,WRONG,stained,0.9808,WRONG,stained,0.9820
1375,smeared,not-logged-as-wrong,,,WRONG,sprinkled,0.9834
1378,smeared,not-logged-as-wrong,,,WRONG,crosshatched,0.7571
1379,smeared,not-logged-as-wrong,,,WRONG,stained,0.8040
1381,smeared,not-logged-as-wrong,,,WRONG,blotchy,0.7798
1382,smeared,not-logged-as-wrong,,,WRONG,stained,0.8858
1383,smeared,not-logged-as-wrong,,,WRONG,swirly,0.9922
1384,smeared,not-logged-as-wrong,,,WRONG,stained,0.9897
1388,smeared,not-logged-as-wrong,,,WRONG,swirly,0.4036
1390,smeared,not-logged-as-wrong,,,WRONG,stained,0.9832
1391,smeared,not-logged-as-wrong,,,WRONG,braided,0.9057
1392,smeared,WRONG,stained,0.9924,WRONG,stained,0.9999
1394,smeared,WRONG,stained,0.4349,WRONG,stained,0.5113
1396,smeared,not-logged-as-wrong,,,WRONG,crosshatched,0.7566
1397,smeared,WRONG,stained,0.9996,WRONG,stained,1.0000
1398,smeared,not-logged-as-wrong,,,WRONG,stained,0.9760
1400,spiralled,WRONG,meshed,0.9753,WRONG,meshed,0.7199
1402,spiralled,WRONG,matted,0.6748,WRONG,matted,0.6831
1403,spiralled,WRONG,scaly,0.7682,WRONG,scaly,0.7756
1404,spiralled,WRONG,matted,0.6581,WRONG,matted,0.9997
1405,spiralled,WRONG,lacelike,0.9995,WRONG,lacelike,0.5742
1409,spiralled,WRONG,swirly,0.6347,not-logged-as-wrong,,
1411,spiralled,WRONG,braided,0.9761,WRONG,braided,0.9317
1412,spiralled,WRONG,braided,0.5683,WRONG,braided,0.5995
1416,spiralled,WRONG,zigzagged,0.3635,WRONG,swirly,0.5482
1418,spiralled,WRONG,grooved,0.5226,not-logged-as-wrong,,
1419,spiralled,WRONG,veined,0.5761,WRONG,matted,0.9896
1420,spiralled,WRONG,cobwebbed,0.8723,WRONG,gauzy,0.6250
1421,spiralled,WRONG,zigzagged,0.4974,WRONG,zigzagged,0.6305
1422,spiralled,WRONG,braided,0.9171,WRONG,braided,0.9845
1423,spiralled,not-logged-as-wrong,,,WRONG,swirly,0.6661
1426,spiralled,WRONG,cobwebbed,0.4181,not-logged-as-wrong,,
1427,spiralled,WRONG,knitted,0.6413,WRONG,zigzagged,0.6263
1433,spiralled,not-logged-as-wrong,,,WRONG,swirly,0.6359
1442,sprinkled,WRONG,blotchy,0.4639,WRONG,blotchy,0.9234
1443,sprinkled,WRONG,blotchy,0.9803,WRONG,blotchy,0.9987
1446,sprinkled,not-logged-as-wrong,,,WRONG,stained,0.9910
1448,sprinkled,WRONG,marbled,0.6883,WRONG,marbled,0.9792
1449,sprinkled,WRONG,blotchy,0.8243,WRONG,stained,0.9769
1451,sprinkled,WRONG,grid,0.4310,WRONG,crosshatched,0.8241
1452,sprinkled,not-logged-as-wrong,,,WRONG,porous,0.3945
1453,sprinkled,WRONG,lacelike,0.7255,WRONG,stained,0.2773
1454,sprinkled,not-logged-as-wrong,,,WRONG,stained,0.5750
1456,sprinkled,not-logged-as-wrong,,,WRONG,flecked,0.9578
1460,sprinkled,WRONG,porous,0.9933,WRONG,porous,0.7045
1461,sprinkled,WRONG,lacelike,0.5585,WRONG,stained,0.9996
1465,sprinkled,WRONG,frilly,0.7833,not-logged-as-wrong,,
1467,sprinkled,WRONG,frilly,0.9144,not-logged-as-wrong,,
1468,sprinkled,WRONG,veined,0.9594,WRONG,veined,0.8112
1474,sprinkled,not-logged-as-wrong,,,WRONG,bubbly,0.9652
1481,stained,WRONG,sprinkled,0.4806,not-logged-as-wrong,,
1482,stained,WRONG,smeared,0.5204,WRONG,blotchy,0.6584
1483,stained,WRONG,studded,0.7511,WRONG,studded,0.8505
1484,stained,WRONG,grid,0.2920,WRONG,potholed,0.6985
1485,stained,WRONG,stratified,0.6762,WRONG,blotchy,0.9023
1487,stained,not-logged-as-wrong,,,WRONG,blotchy,0.7317
1489,stained,WRONG,swirly,0.4803,WRONG,swirly,0.6257
1492,stained,WRONG,sprinkled,0.3749,WRONG,blotchy,0.6218
1494,stained,WRONG,spiralled,0.3293,WRONG,spiralled,0.9078
1496,stained,WRONG,blotchy,0.7326,WRONG,blotchy,0.5121
1498,stained,WRONG,pitted,0.9503,WRONG,pitted,0.9167
1499,stained,WRONG,smeared,0.5505,WRONG,swirly,0.8667
1501,stained,WRONG,smeared,0.9109,not-logged-as-wrong,,
1503,stained,WRONG,lacelike,0.8179,not-logged-as-wrong,,
1504,stained,WRONG,smeared,0.9582,WRONG,smeared,0.7306
1505,stained,WRONG,gauzy,0.4163,not-logged-as-wrong,,
1506,stained,WRONG,cracked,0.5069,not-logged-as-wrong,,
1508,stained,WRONG,smeared,0.9666,not-logged-as-wrong,,
1511,stained,WRONG,marbled,0.7755,WRONG,marbled,0.9159
1512,stained,WRONG,smeared,0.2769,not-logged-as-wrong,,
1513,stained,WRONG,pitted,0.8717,WRONG,pitted,0.8968
1515,stained,WRONG,potholed,0.5514,WRONG,potholed,0.6825
1517,stained,WRONG,flecked,0.5049,WRONG,blotchy,0.9930
1518,stained,WRONG,sprinkled,0.4846,not-logged-as-wrong,,
1519,stained,WRONG,marbled,0.7493,WRONG,cracked,0.6639
1521,stratified,not-logged-as-wrong,,,WRONG,cracked,0.9162
1530,stratified,WRONG,porous,0.5417,WRONG,stained,0.9205
1532,stratified,not-logged-as-wrong,,,WRONG,stained,0.7130
1536,stratified,WRONG,pleated,0.6453,WRONG,pleated,0.5360
1538,stratified,WRONG,veined,0.7889,not-logged-as-wrong,,
1539,stratified,WRONG,veined,0.6264,not-logged-as-wrong,,
1541,stratified,not-logged-as-wrong,,,WRONG,marbled,0.4891
1548,stratified,not-logged-as-wrong,,,WRONG,grooved,0.8765
1552,stratified,WRONG,wrinkled,0.9490,WRONG,wrinkled,0.9048
1554,stratified,WRONG,pleated,0.5114,WRONG,gauzy,0.2582
1555,stratified,WRONG,marbled,0.9673,WRONG,marbled,0.9941
1559,stratified,WRONG,grooved,0.4226,WRONG,grooved,0.9597
1560,striped,WRONG,spiralled,0.9999,WRONG,spiralled,1.0000
1566,striped,WRONG,banded,0.8604,WRONG,banded,0.8433
1567,striped,WRONG,fibrous,0.3917,not-logged-as-wrong,,
1569,striped,WRONG,wrinkled,0.4195,not-logged-as-wrong,,
1570,striped,WRONG,pleated,0.4847,not-logged-as-wrong,,
1572,striped,WRONG,scaly,0.3090,not-logged-as-wrong,,
1574,striped,WRONG,cobwebbed,0.4536,not-logged-as-wrong,,
1576,striped,WRONG,cobwebbed,0.3955,not-logged-as-wrong,,
1582,striped,WRONG,zigzagged,0.3617,not-logged-as-wrong,,
1586,striped,WRONG,banded,0.4106,not-logged-as-wrong,,
1587,striped,WRONG,gauzy,0.4683,WRONG,paisley,0.1856
1588,striped,WRONG,veined,0.2988,not-logged-as-wrong,,
1589,striped,WRONG,cobwebbed,0.4547,not-logged-as-wrong,,
1591,striped,WRONG,smeared,0.9804,WRONG,swirly,0.9157
1592,striped,WRONG,pleated,0.4263,not-logged-as-wrong,,
1593,striped,WRONG,veined,0.7125,not-logged-as-wrong,,
1594,striped,WRONG,banded,0.9988,WRONG,banded,0.9993
1595,striped,WRONG,veined,0.4689,not-logged-as-wrong,,
1596,striped,WRONG,banded,0.3407,not-logged-as-wrong,,
1597,striped,WRONG,banded,0.2632,WRONG,spiralled,0.2745
1598,striped,WRONG,gauzy,0.3874,WRONG,gauzy,0.7198
1599,striped,WRONG,smeared,0.7305,not-logged-as-wrong,,
1601,studded,WRONG,crosshatched,0.6366,not-logged-as-wrong,,
1604,studded,WRONG,wrinkled,0.9629,WRONG,wrinkled,0.9344
1606,studded,not-logged-as-wrong,,,WRONG,bumpy,0.5163
1609,studded,WRONG,pleated,0.8340,WRONG,braided,0.7470
1613,studded,WRONG,bumpy,0.9993,WRONG,bumpy,0.9931
1616,studded,WRONG,pleated,0.8672,WRONG,pleated,0.9242
1627,studded,WRONG,lacelike,0.4660,not-logged-as-wrong,,
1629,studded,WRONG,perforated,0.9872,WRONG,perforated,0.8373
1633,studded,WRONG,bumpy,0.4242,WRONG,bumpy,0.9117
1644,swirly,WRONG,flecked,0.6294,WRONG,flecked,0.2981
1646,swirly,WRONG,smeared,0.9927,WRONG,stained,0.4897
1648,swirly,WRONG,flecked,0.3796,not-logged-as-wrong,,
1649,swirly,WRONG,paisley,0.9681,not-logged-as-wrong,,
1654,swirly,WRONG,smeared,0.3466,not-logged-as-wrong,,
1655,swirly,WRONG,spiralled,0.9224,WRONG,striped,0.7026
1660,swirly,WRONG,paisley,0.9388,not-logged-as-wrong,,
1661,swirly,WRONG,spiralled,0.9521,WRONG,spiralled,0.8740
1662,swirly,WRONG,spiralled,0.4593,not-logged-as-wrong,,
1663,swirly,WRONG,pleated,0.7009,not-logged-as-wrong,,
1665,swirly,WRONG,paisley,0.7680,not-logged-as-wrong,,
1667,swirly,WRONG,smeared,0.6809,not-logged-as-wrong,,
1668,swirly,WRONG,gauzy,0.9030,WRONG,gauzy,0.9947
1670,swirly,WRONG,paisley,0.9288,WRONG,paisley,0.5552
1671,swirly,WRONG,pleated,0.7308,not-logged-as-wrong,,
1673,swirly,WRONG,bubbly,0.4510,WRONG,bubbly,0.7426
1674,swirly,WRONG,paisley,0.6655,WRONG,paisley,0.6616
1679,swirly,WRONG,spiralled,0.9890,WRONG,spiralled,0.9870
1683,veined,WRONG,marbled,0.9848,WRONG,marbled,0.9475
1684,veined,WRONG,marbled,0.9997,WRONG,marbled,0.9999
1685,veined,WRONG,stratified,0.3959,WRONG,cracked,0.5994
1690,veined,not-logged-as-wrong,,,WRONG,freckled,0.4414
1695,veined,WRONG,cracked,0.6971,not-logged-as-wrong,,
1698,veined,WRONG,flecked,0.5997,WRONG,flecked,0.6936
1699,veined,WRONG,cracked,0.7677,WRONG,cobwebbed,0.3753
1702,veined,WRONG,spiralled,0.9156,WRONG,porous,0.3342
1712,veined,WRONG,pleated,0.3351,WRONG,freckled,0.3054
1716,veined,not-logged-as-wrong,,,WRONG,wrinkled,0.9613
1717,veined,not-logged-as-wrong,,,WRONG,cracked,0.7961
1721,waffled,WRONG,grid,0.5018,WRONG,grid,0.8180
1723,waffled,WRONG,knitted,0.8180,WRONG,braided,0.7204
1728,waffled,WRONG,grid,0.7769,not-logged-as-wrong,,
1735,waffled,WRONG,woven,0.3988,WRONG,woven,0.8750
1740,waffled,WRONG,honeycombed,0.4439,WRONG,grid,0.8020
1743,waffled,WRONG,grid,0.9928,WRONG,grid,0.9970
1745,waffled,WRONG,grid,0.5474,WRONG,grid,0.6445
1759,waffled,WRONG,grid,0.9369,WRONG,grid,0.9377
1760,woven,not-logged-as-wrong,,,WRONG,crosshatched,0.7449
1761,woven,WRONG,braided,0.4417,not-logged-as-wrong,,
1763,woven,WRONG,braided,0.8419,not-logged-as-wrong,,
1764,woven,WRONG,zigzagged,0.2461,not-logged-as-wrong,,
1765,woven,WRONG,stratified,0.3925,WRONG,crosshatched,0.7825
1768,woven,WRONG,knitted,0.6187,WRONG,braided,0.9712
1770,woven,WRONG,spiralled,0.9670,WRONG,spiralled,0.9683
1773,woven,WRONG,grid,0.9938,WRONG,grid,0.9538
1775,woven,WRONG,braided,0.8997,WRONG,braided,0.9455
1778,woven,WRONG,perforated,0.9861,WRONG,honeycombed,0.6372
1779,woven,WRONG,perforated,0.7212,WRONG,honeycombed,0.9736
1780,woven,WRONG,perforated,0.9957,WRONG,perforated,0.9550
1781,woven,WRONG,braided,0.9724,WRONG,braided,0.7338
1782,woven,WRONG,braided,0.8805,not-logged-as-wrong,,
1783,woven,WRONG,banded,0.5242,WRONG,polka-dotted,0.4809
1784,woven,WRONG,grooved,0.4211,not-logged-as-wrong,,
1786,woven,not-logged-as-wrong,,,WRONG,chequered,0.8238
1787,woven,WRONG,braided,0.9695,WRONG,braided,0.9675
1788,woven,WRONG,grid,0.7397,not-logged-as-wrong,,
1789,woven,WRONG,pitted,0.6934,WRONG,bumpy,0.7606
1790,woven,WRONG,braided,0.9991,WRONG,braided,1.0000
1791,woven,WRONG,chequered,0.7736,WRONG,grid,0.5022
1792,woven,WRONG,studded,0.9395,WRONG,studded,0.7044
1794,woven,WRONG,grid,0.9952,WRONG,grid,0.8489
1795,woven,WRONG,crosshatched,0.9881,WRONG,crosshatched,0.9688
1796,woven,WRONG,knitted,0.7091,WRONG,braided,0.9512
1798,woven,WRONG,crosshatched,0.3572,WRONG,crosshatched,0.4291
1803,wrinkled,WRONG,fibrous,0.6882,WRONG,fibrous,0.9066
1814,wrinkled,WRONG,fibrous,0.9999,WRONG,fibrous,1.0000
1816,wrinkled,WRONG,spiralled,0.8952,WRONG,spiralled,0.9535
1821,wrinkled,WRONG,frilly,0.9468,WRONG,stained,0.4027
1822,wrinkled,WRONG,lacelike,0.9956,WRONG,porous,0.8959
1823,wrinkled,WRONG,crystalline,0.3826,WRONG,porous,0.7718
1826,wrinkled,not-logged-as-wrong,,,WRONG,porous,0.5658
1829,wrinkled,WRONG,pleated,0.4733,WRONG,stained,0.5185
1830,wrinkled,WRONG,pleated,0.5517,WRONG,stained,0.9298
1834,wrinkled,WRONG,crystalline,0.9293,WRONG,crystalline,0.6805
1838,wrinkled,WRONG,veined,0.4243,not-logged-as-wrong,,
1839,wrinkled,not-logged-as-wrong,,,WRONG,stained,0.6204
1843,zigzagged,WRONG,grid,0.3517,WRONG,grid,0.6543
1845,zigzagged,not-logged-as-wrong,,,WRONG,woven,0.5881
1857,zigzagged,not-logged-as-wrong,,,WRONG,meshed,0.4692
1861,zigzagged,WRONG,knitted,0.7594,not-logged-as-wrong,,
1868,zigzagged,not-logged-as-wrong,,,WRONG,cobwebbed,0.7505
1874,zigzagged,WRONG,studded,0.5659,WRONG,studded,0.9387
1878,zigzagged,WRONG,veined,0.3744,not-logged-as-wrong,,
