sample_index,true_label_name,SFT+LoRA_status,SFT+LoRA_pred,SFT+LoRA_confidence,SFT-only_status,SFT-only_pred,SFT-only_confidence
1268,porous,WRONG,sprinkled,0.5429,WRONG,sprinkled,0.2378
1270,porous,WRONG,pitted,0.9174,not-logged-as-wrong,,
1271,porous,WRONG,matted,0.5879,not-logged-as-wrong,,
1272,porous,WRONG,stratified,0.5329,WRONG,stratified,0.8380
1273,porous,WRONG,flecked,0.9554,WRONG,flecked,0.9960
1274,porous,not-logged-as-wrong,,,WRONG,flecked,0.5265
1276,porous,not-logged-as-wrong,,,WRONG,dotted,0.3811
1277,porous,WRONG,flecked,0.9334,WRONG,flecked,0.6639
1285,potholed,WRONG,stratified,0.9732,WRONG,stratified,0.9953
1297,potholed,WRONG,cracked,0.9102,WRONG,cracked,0.9094
1301,potholed,WRONG,pitted,0.9062,not-logged-as-wrong,,
1308,potholed,not-logged-as-wrong,,,WRONG,stratified,0.5941
1319,potholed,WRONG,stratified,0.8839,WRONG,stratified,0.9478
1326,scaly,WRONG,honeycombed,0.8856,WRONG,honeycombed,0.4548
1330,scaly,WRONG,braided,0.8673,WRONG,braided,0.9398
1351,scaly,WRONG,pleated,0.6261,WRONG,pleated,0.6143
1361,smeared,not-logged-as-wrong,,,WRONG,stained,0.6979
1362,smeared,WRONG,swirly,0.9876,WRONG,swirly,0.9896
1363,smeared,WRONG,sprinkled,0.9814,not-logged-as-wrong,,
1366,smeared,WRONG,swirly,0.7318,WRONG,wrinkled,0.5454
1367,smeared,WRONG,blotchy,0.7131,WRONG,pitted,0.5735
1369,smeared,WRONG,stained,0.6086,WRONG,stained,0.7628
1372,smeared,WRONG,pitted,0.6169,WRONG,blotchy,0.9344
1374,smeared,WRONG,marbled,0.8025,WRONG,stained,0.6216
1378,smeared,WRONG,lacelike,0.6528,not-logged-as-wrong,,
1383,smeared,WRONG,swirly,0.9534,not-logged-as-wrong,,
1400,spiralled,WRONG,interlaced,0.5209,WRONG,interlaced,0.7730
1402,spiralled,WRONG,fibrous,0.9051,WRONG,fibrous,0.4609
1403,spiralled,WRONG,scaly,0.9302,not-logged-as-wrong,,
1404,spiralled,WRONG,matted,0.4721,WRONG,matted,0.8550
1405,spiralled,WRONG,lacelike,0.9983,WRONG,lacelike,0.9090
1409,spiralled,not-logged-as-wrong,,,WRONG,crosshatched,0.6200
1411,spiralled,WRONG,braided,0.6481,WRONG,braided,0.9376
1412,spiralled,WRONG,braided,0.9434,WRONG,braided,0.9963
1416,spiralled,WRONG,swirly,0.6166,WRONG,swirly,0.9357
1418,spiralled,not-logged-as-wrong,,,WRONG,striped,0.3863
1419,spiralled,WRONG,matted,0.4260,WRONG,matted,0.9807
1420,spiralled,WRONG,fibrous,0.5984,WRONG,grooved,0.3490
1421,spiralled,WRONG,interlaced,0.5545,WRONG,zigzagged,0.4006
1422,spiralled,WRONG,braided,0.9970,WRONG,braided,0.9858
1423,spiralled,not-logged-as-wrong,,,WRONG,swirly,0.9350
1425,spiralled,WRONG,swirly,0.7622,not-logged-as-wrong,,
1426,spiralled,WRONG,cobwebbed,0.8861,WRONG,cobwebbed,0.7660
1427,spiralled,WRONG,zigzagged,0.5651,WRONG,zigzagged,0.5508
1435,spiralled,not-logged-as-wrong,,,WRONG,zigzagged,0.4575
1442,sprinkled,WRONG,blotchy,0.9343,WRONG,blotchy,0.9914
1443,sprinkled,WRONG,blotchy,0.9968,WRONG,blotchy,0.9820
1444,sprinkled,WRONG,dotted,0.7163,not-logged-as-wrong,,
1445,sprinkled,not-logged-as-wrong,,,WRONG,porous,0.6941
1446,sprinkled,not-logged-as-wrong,,,WRONG,stained,0.7834
1448,sprinkled,WRONG,marbled,0.8903,WRONG,marbled,0.9271
1449,sprinkled,WRONG,blotchy,0.5853,WRONG,blotchy,0.9947
1450,sprinkled,WRONG,marbled,0.8794,WRONG,marbled,0.6599
1451,sprinkled,WRONG,lined,0.8980,WRONG,grid,0.4870
1452,sprinkled,WRONG,blotchy,0.4423,WRONG,porous,0.6897
1453,sprinkled,WRONG,lacelike,0.4582,WRONG,veined,0.2705
1454,sprinkled,WRONG,flecked,0.6238,WRONG,flecked,0.5381
1456,sprinkled,WRONG,flecked,0.8979,WRONG,flecked,0.4036
1458,sprinkled,WRONG,waffled,0.9704,not-logged-as-wrong,,
1460,sprinkled,WRONG,stained,0.4412,WRONG,porous,0.8776
1461,sprinkled,WRONG,smeared,0.3813,WRONG,stained,0.7221
1464,sprinkled,WRONG,dotted,0.6141,not-logged-as-wrong,,
1465,sprinkled,WRONG,flecked,0.3501,WRONG,freckled,0.4736
1466,sprinkled,not-logged-as-wrong,,,WRONG,bubbly,0.6867
1468,sprinkled,WRONG,crystalline,0.3546,WRONG,grooved,0.3487
1470,sprinkled,WRONG,waffled,0.8630,WRONG,pitted,0.4435
1478,sprinkled,WRONG,stained,0.3731,WRONG,stained,0.5835
1479,sprinkled,WRONG,pitted,0.5628,WRONG,pitted,0.5637
1482,stained,WRONG,marbled,0.5302,WRONG,blotchy,0.5621
1483,stained,WRONG,interlaced,0.5927,WRONG,crosshatched,0.3419
1484,stained,WRONG,crosshatched,0.9044,WRONG,crosshatched,0.5598
1487,stained,WRONG,blotchy,0.9910,WRONG,blotchy,0.9825
1489,stained,WRONG,swirly,0.8082,WRONG,swirly,0.8862
1491,stained,WRONG,blotchy,0.4875,not-logged-as-wrong,,
1493,stained,WRONG,blotchy,0.5429,not-logged-as-wrong,,
1494,stained,WRONG,crosshatched,0.4806,WRONG,spiralled,0.5807
1496,stained,WRONG,blotchy,0.8111,WRONG,blotchy,0.5091
1499,stained,WRONG,smeared,0.8391,not-logged-as-wrong,,
1501,stained,WRONG,smeared,0.5873,not-logged-as-wrong,,
1503,stained,WRONG,scaly,0.3116,WRONG,flecked,0.3179
1504,stained,WRONG,smeared,0.9996,WRONG,smeared,0.9659
1505,stained,WRONG,gauzy,0.5136,WRONG,gauzy,0.5870
1508,stained,WRONG,smeared,0.9490,WRONG,marbled,0.6057
1511,stained,WRONG,marbled,0.6592,WRONG,marbled,0.9171
1512,stained,WRONG,smeared,0.6671,WRONG,smeared,0.2565
1513,stained,WRONG,pitted,0.8826,WRONG,pitted,0.8854
1515,stained,WRONG,marbled,0.6106,WRONG,potholed,0.4525
1516,stained,WRONG,gauzy,0.9906,WRONG,gauzy,0.5713
1517,stained,WRONG,blotchy,0.9838,WRONG,blotchy,0.9762
1519,stained,WRONG,marbled,0.6619,WRONG,cracked,0.8550
1528,stratified,not-logged-as-wrong,,,WRONG,marbled,0.8354
1530,stratified,WRONG,sprinkled,0.9033,WRONG,grooved,0.5220
1535,stratified,not-logged-as-wrong,,,WRONG,marbled,0.8778
1536,stratified,WRONG,grooved,0.5652,WRONG,porous,0.4334
1540,stratified,not-logged-as-wrong,,,WRONG,marbled,0.5930
1541,stratified,WRONG,marbled,0.7937,WRONG,marbled,0.9608
1543,stratified,WRONG,smeared,0.7597,WRONG,marbled,0.3796
1548,stratified,WRONG,woven,0.6949,WRONG,grooved,0.9750
1552,stratified,WRONG,marbled,0.4362,WRONG,wrinkled,0.4979
1554,stratified,WRONG,marbled,0.5632,WRONG,marbled,0.6400
1555,stratified,WRONG,marbled,0.9726,WRONG,marbled,0.9666
1559,stratified,WRONG,grooved,0.5491,WRONG,grooved,0.5781
1560,striped,WRONG,spiralled,1.0000,WRONG,spiralled,1.0000
1566,striped,not-logged-as-wrong,,,WRONG,zigzagged,0.8363
1587,striped,WRONG,woven,0.5799,WRONG,woven,0.4348
1588,striped,WRONG,veined,0.8591,WRONG,banded,0.9362
1591,striped,WRONG,smeared,0.8550,WRONG,lined,0.6031
1597,striped,WRONG,gauzy,0.3728,WRONG,lined,0.3205
1598,striped,WRONG,lined,0.8745,WRONG,gauzy,0.5885
1604,studded,WRONG,wrinkled,0.6300,WRONG,wrinkled,0.7572
1619,studded,not-logged-as-wrong,,,WRONG,dotted,0.4680
1629,studded,WRONG,perforated,0.5936,WRONG,perforated,0.7748
1632,studded,WRONG,crosshatched,0.9769,WRONG,crosshatched,0.9570
1644,swirly,WRONG,lacelike,0.8187,WRONG,flecked,0.4318
1646,swirly,WRONG,blotchy,0.6434,WRONG,blotchy,0.6894
1648,swirly,WRONG,flecked,0.9197,WRONG,flecked,0.8156
1652,swirly,WRONG,spiralled,0.7364,WRONG,spiralled,0.9406
1654,swirly,not-logged-as-wrong,,,WRONG,sprinkled,0.2275
1655,swirly,not-logged-as-wrong,,,WRONG,spiralled,0.9425
1663,swirly,not-logged-as-wrong,,,WRONG,lacelike,0.3794
1665,swirly,WRONG,spiralled,0.9788,WRONG,spiralled,0.6824
1668,swirly,WRONG,gauzy,0.9991,WRONG,gauzy,0.9862
1670,swirly,WRONG,paisley,0.9990,WRONG,paisley,0.9786
1674,swirly,WRONG,paisley,0.7161,not-logged-as-wrong,,
1675,swirly,not-logged-as-wrong,,,WRONG,interlaced,0.8311
1679,swirly,WRONG,spiralled,0.9608,WRONG,spiralled,0.9247
1682,veined,WRONG,blotchy,0.5365,not-logged-as-wrong,,
1683,veined,WRONG,marbled,0.9982,WRONG,marbled,0.9537
1684,veined,WRONG,marbled,0.9999,WRONG,marbled,0.9967
1685,veined,WRONG,braided,0.2784,WRONG,grooved,0.9732
1690,veined,not-logged-as-wrong,,,WRONG,freckled,0.6726
1696,veined,not-logged-as-wrong,,,WRONG,blotchy,0.6696
1698,veined,WRONG,stratified,0.4969,WRONG,banded,0.7115
1699,veined,WRONG,cobwebbed,0.9822,WRONG,cobwebbed,0.9010
1700,veined,WRONG,cracked,0.6634,WRONG,cracked,0.3664
1702,veined,WRONG,spiralled,0.8769,WRONG,spiralled,0.8880
1710,veined,not-logged-as-wrong,,,WRONG,blotchy,0.9079
1712,veined,WRONG,flecked,0.5119,not-logged-as-wrong,,
1716,veined,not-logged-as-wrong,,,WRONG,wrinkled,0.9459
1717,veined,WRONG,cracked,0.9880,WRONG,cracked,0.7719
1721,waffled,WRONG,grid,0.7708,WRONG,grid,0.8160
1723,waffled,WRONG,braided,0.9582,WRONG,braided,0.9983
1728,waffled,WRONG,bumpy,0.4197,WRONG,crosshatched,0.5154
1735,waffled,WRONG,woven,0.8019,WRONG,woven,0.5621
1740,waffled,not-logged-as-wrong,,,WRONG,honeycombed,0.6469
1743,waffled,WRONG,grid,0.7643,WRONG,grid,0.9943
1744,waffled,WRONG,grid,0.7407,WRONG,grid,0.8906
1747,waffled,WRONG,grid,0.7165,not-logged-as-wrong,,
1757,waffled,WRONG,grid,0.6884,WRONG,pitted,0.5341
1759,waffled,WRONG,grid,0.8121,WRONG,grid,0.9923
1763,woven,WRONG,braided,0.8016,WRONG,braided,0.9037
1765,woven,not-logged-as-wrong,,,WRONG,grooved,0.7311
1768,woven,WRONG,braided,0.7686,WRONG,braided,0.9762
1770,woven,WRONG,spiralled,0.9401,WRONG,spiralled,0.8917
1773,woven,WRONG,grid,0.9300,WRONG,grid,0.9976
1778,woven,WRONG,perforated,0.4999,WRONG,perforated,0.9738
1779,woven,WRONG,honeycombed,0.9448,WRONG,honeycombed,0.3523
1780,woven,WRONG,perforated,0.2499,WRONG,perforated,0.5598
1781,woven,WRONG,braided,0.9780,not-logged-as-wrong,,
1782,woven,WRONG,braided,0.7574,WRONG,braided,0.8704
1783,woven,WRONG,polka-dotted,0.4189,WRONG,polka-dotted,0.8594
1788,woven,WRONG,gauzy,0.3957,not-logged-as-wrong,,
1789,woven,WRONG,knitted,0.9150,WRONG,waffled,0.6356
1790,woven,WRONG,braided,0.9863,WRONG,braided,0.9907
1791,woven,WRONG,chequered,0.9928,WRONG,chequered,0.9685
1792,woven,WRONG,braided,0.3545,WRONG,braided,0.4282
1793,woven,WRONG,knitted,0.9090,WRONG,knitted,0.8838
1794,woven,WRONG,grid,0.6460,WRONG,grid,0.9892
1795,woven,WRONG,crosshatched,0.9978,WRONG,crosshatched,0.9559
1796,woven,WRONG,zigzagged,0.7788,WRONG,braided,0.8370
1798,woven,WRONG,meshed,0.2953,WRONG,meshed,0.6530
1814,wrinkled,WRONG,fibrous,1.0000,WRONG,fibrous,0.9983
1816,wrinkled,WRONG,fibrous,0.8688,WRONG,woven,0.3278
1821,wrinkled,WRONG,frilly,0.6164,not-logged-as-wrong,,
1822,wrinkled,WRONG,lacelike,0.8187,not-logged-as-wrong,,
1823,wrinkled,WRONG,lacelike,0.8998,not-logged-as-wrong,,
1825,wrinkled,WRONG,pitted,0.8942,WRONG,pitted,0.6158
1829,wrinkled,WRONG,crystalline,0.8680,not-logged-as-wrong,,
1830,wrinkled,WRONG,gauzy,0.9535,WRONG,gauzy,0.8353
1834,wrinkled,WRONG,crystalline,0.9824,WRONG,crystalline,0.9823
1843,zigzagged,not-logged-as-wrong,,,WRONG,woven,0.4835
1845,zigzagged,WRONG,woven,0.5614,not-logged-as-wrong,,
1868,zigzagged,WRONG,cobwebbed,0.5451,WRONG,cobwebbed,0.5195
1874,zigzagged,WRONG,braided,0.8000,not-logged-as-wrong,,
